year,month,month_name,district,division,water_area_km2,total_area_km2,water_fraction,water_area_calibrated_km2,season
2018,5,May,Satkhira,Khulna,1045.28,3543.74,0.294965,517.4,Pre-Monsoon (Mar-May)
2018,5,May,Shariatpur,Dhaka,163.4,1362.06,0.119962,80.9,Pre-Monsoon (Mar-May)
2018,5,May,Sherpur,Dhaka,784.06,1455.19,0.538801,388.1,Pre-Monsoon (Mar-May)
2018,5,May,Sirajganj,Rajshahi,308.79,2755.65,0.112057,152.8,Pre-Monsoon (Mar-May)
2018,5,May,Sunamganj,Sylhet,809.56,4043.04,0.200234,400.7,Pre-Monsoon (Mar-May)
2018,5,May,Sylhet,Sylhet,658.75,3847.75,0.171204,326.0,Pre-Monsoon (Mar-May)
2018,5,May,Tangail,Dhaka,1050.97,3707.07,0.283503,520.2,Pre-Monsoon (Mar-May)
2018,5,May,Thakurgaon,Rangpur,1239.33,2008.93,0.616911,613.4,Pre-Monsoon (Mar-May)
2018,6,June,Bagerhat,Khulna,1395.76,3965.62,0.351965,690.8,Monsoon (Jun-Sep)
2018,6,June,Bandarban,Chittagong,2972.52,5000.66,0.594427,1471.2,Monsoon (Jun-Sep)
2018,6,June,Barguna,Barisal,217.87,1547.28,0.140806,107.8,Monsoon (Jun-Sep)
2018,6,June,Barisal,Barisal,497.32,2767.25,0.179715,246.1,Monsoon (Jun-Sep)
2018,6,June,Bhola,Barisal,765.68,2471.69,0.30978,379.0,Monsoon (Jun-Sep)
2018,6,June,Bogra,Rajshahi,223.8,3233.63,0.069209,110.8,Monsoon (Jun-Sep)
2018,6,June,Brahamanbaria,Chittagong,439.09,2104.07,0.208686,217.3,Monsoon (Jun-Sep)
2018,6,June,Chandpur,Chittagong,303.92,1864.17,0.163034,150.4,Monsoon (Jun-Sep)
2018,6,June,Chittagong,Chittagong,2031.63,4736.75,0.428908,1005.5,Monsoon (Jun-Sep)
2018,6,June,Chuadanga,Khulna,654.88,1233.0,0.531122,324.1,Monsoon (Jun-Sep)
2018,6,June,Comilla,Chittagong,1239.5,3351.85,0.369797,613.5,Monsoon (Jun-Sep)
2018,6,June,Cox's Bazar,Chittagong,454.76,2206.6,0.206091,225.1,Monsoon (Jun-Sep)
2018,6,June,Dhaka,Dhaka,565.13,1611.18,0.350758,279.7,Monsoon (Jun-Sep)
2018,6,June,Dinajpur,Rangpur,1982.53,3829.09,0.517755,981.2,Monsoon (Jun-Sep)
2018,6,June,Faridpur,Dhaka,131.37,2227.54,0.058974,65.0,Monsoon (Jun-Sep)
2018,6,June,Feni,Chittagong,521.07,960.78,0.54234,257.9,Monsoon (Jun-Sep)
2018,6,June,Gaibandha,Rangpur,308.5,2410.25,0.127995,152.7,Monsoon (Jun-Sep)
2018,6,June,Gazipur,Dhaka,291.44,1940.74,0.150171,144.2,Monsoon (Jun-Sep)
2018,6,June,Gopalganj,Dhaka,370.88,1602.77,0.231399,183.6,Monsoon (Jun-Sep)
2018,6,June,Habiganj,Sylhet,761.13,2857.81,0.266333,376.7,Monsoon (Jun-Sep)
2018,6,June,Jamalpur,Dhaka,171.05,2272.36,0.075276,84.7,Monsoon (Jun-Sep)
2018,6,June,Jessore,Khulna,211.74,2784.67,0.076037,104.8,Monsoon (Jun-Sep)
2018,6,June,Jhalokati,Barisal,90.32,807.93,0.111794,44.7,Monsoon (Jun-Sep)
2018,6,June,Jhenaidah,Khulna,880.7,2143.59,0.410851,435.9,Monsoon (Jun-Sep)
2018,6,June,Joypurhat,Rajshahi,527.36,1081.54,0.487596,261.0,Monsoon (Jun-Sep)
2018,6,June,Khagrachhari,Chittagong,1669.82,3108.48,0.537182,826.5,Monsoon (Jun-Sep)
2018,6,June,Khulna,Khulna,986.98,3868.06,0.255162,488.5,Monsoon (Jun-Sep)
2018,6,June,Kishoreganj,Dhaka,1110.01,2821.62,0.393396,549.4,Monsoon (Jun-Sep)
2018,6,June,Kurigram,Rangpur,474.82,2481.86,0.191315,235.0,Monsoon (Jun-Sep)
2018,6,June,Kushtia,Khulna,117.34,1830.28,0.064109,58.1,Monsoon (Jun-Sep)
2018,6,June,Lakshmipur,Chittagong,323.18,1573.07,0.205447,160.0,Monsoon (Jun-Sep)
2018,6,June,Lalmonirhat,Rangpur,104.38,1381.75,0.075539,51.7,Monsoon (Jun-Sep)
2018,6,June,Madaripur,Dhaka,118.0,1257.23,0.093853,58.4,Monsoon (Jun-Sep)
2018,6,June,Magura,Khulna,132.7,1143.98,0.116,65.7,Monsoon (Jun-Sep)
2018,6,June,Manikganj,Dhaka,199.94,1531.92,0.130517,99.0,Monsoon (Jun-Sep)
2018,6,June,Maulvibazar,Sylhet,515.11,2819.05,0.182725,255.0,Monsoon (Jun-Sep)
2018,6,June,Meherpur,Khulna,502.3,732.79,0.685471,248.6,Monsoon (Jun-Sep)
2018,6,June,Munshiganj,Dhaka,98.35,1036.66,0.094869,48.7,Monsoon (Jun-Sep)
2018,6,June,Mymensingh,Dhaka,1435.96,4784.19,0.300146,710.7,Monsoon (Jun-Sep)
2018,6,June,Naogaon,Rajshahi,1450.82,3824.58,0.379342,718.1,Monsoon (Jun-Sep)
2018,6,June,Narail,Khulna,72.59,1072.86,0.067663,35.9,Monsoon (Jun-Sep)
2018,6,June,Narayanganj,Dhaka,66.05,832.16,0.079369,32.7,Monsoon (Jun-Sep)
2018,6,June,Narsingdi,Dhaka,130.83,1281.34,0.102106,64.8,Monsoon (Jun-Sep)
2018,6,June,Natore,Rajshahi,225.11,2101.7,0.107108,111.4,Monsoon (Jun-Sep)
2018,6,June,Nawabganj,Rajshahi,186.06,1804.38,0.103115,92.1,Monsoon (Jun-Sep)
2018,6,June,Netrakona,Dhaka,751.89,3089.39,0.243378,372.1,Monsoon (Jun-Sep)
2018,6,June,Nilphamari,Rangpur,780.37,1836.84,0.424842,386.2,Monsoon (Jun-Sep)
2018,6,June,Noakhali,Chittagong,250.98,2642.03,0.094997,124.2,Monsoon (Jun-Sep)
2018,6,June,Pabna,Rajshahi,152.33,2634.14,0.057829,75.4,Monsoon (Jun-Sep)
2018,6,June,Panchagarh,Rangpur,845.72,1548.93,0.546005,418.6,Monsoon (Jun-Sep)
2018,6,June,Patuakhali,Barisal,369.9,2730.09,0.13549,183.1,Monsoon (Jun-Sep)
2018,6,June,Pirojpur,Barisal,185.58,1365.69,0.135889,91.9,Monsoon (Jun-Sep)
2018,6,June,Rajbari,Dhaka,135.18,1249.73,0.108169,66.9,Monsoon (Jun-Sep)
2018,6,June,Rajshahi,Rajshahi,239.44,2664.72,0.089856,118.5,Monsoon (Jun-Sep)
2018,6,June,Rangamati,Chittagong,525.54,6226.79,0.084399,260.1,Monsoon (Jun-Sep)
2018,6,June,Rangpur,Rangpur,1401.07,2572.65,0.544604,693.5,Monsoon (Jun-Sep)
2018,6,June,Satkhira,Khulna,1159.21,3543.74,0.327114,573.7,Monsoon (Jun-Sep)
2018,6,June,Shariatpur,Dhaka,174.69,1362.06,0.128255,86.5,Monsoon (Jun-Sep)
2018,6,June,Sherpur,Dhaka,281.23,1455.19,0.19326,139.2,Monsoon (Jun-Sep)
2018,6,June,Sirajganj,Rajshahi,391.98,2755.65,0.142245,194.0,Monsoon (Jun-Sep)
2018,6,June,Sunamganj,Sylhet,2203.05,4043.04,0.544899,1090.4,Monsoon (Jun-Sep)
2018,6,June,Sylhet,Sylhet,1192.5,3847.75,0.309921,590.2,Monsoon (Jun-Sep)
2018,6,June,Tangail,Dhaka,196.26,3707.07,0.052941,97.1,Monsoon (Jun-Sep)
2018,6,June,Thakurgaon,Rangpur,1211.81,2008.93,0.603209,599.8,Monsoon (Jun-Sep)
2018,7,July,Bagerhat,Khulna,1419.96,3965.62,0.358068,702.8,Monsoon (Jun-Sep)
2018,7,July,Bandarban,Chittagong,2925.11,5000.66,0.584946,1447.8,Monsoon (Jun-Sep)
2018,7,July,Barguna,Barisal,236.88,1547.28,0.153093,117.2,Monsoon (Jun-Sep)
2018,7,July,Barisal,Barisal,692.34,2767.25,0.250189,342.7,Monsoon (Jun-Sep)
2018,7,July,Bhola,Barisal,682.69,2471.69,0.276205,337.9,Monsoon (Jun-Sep)
2018,7,July,Bogra,Rajshahi,384.79,3233.63,0.118995,190.4,Monsoon (Jun-Sep)
2018,7,July,Brahamanbaria,Chittagong,597.04,2104.07,0.283757,295.5,Monsoon (Jun-Sep)
2018,7,July,Chandpur,Chittagong,346.29,1864.17,0.185764,171.4,Monsoon (Jun-Sep)
2018,7,July,Chittagong,Chittagong,1807.19,4736.75,0.381526,894.5,Monsoon (Jun-Sep)
2018,7,July,Chuadanga,Khulna,740.8,1233.0,0.600807,366.7,Monsoon (Jun-Sep)
2018,7,July,Comilla,Chittagong,621.59,3351.85,0.185446,307.7,Monsoon (Jun-Sep)
2018,7,July,Cox's Bazar,Chittagong,435.71,2206.6,0.197459,215.7,Monsoon (Jun-Sep)
2018,7,July,Dhaka,Dhaka,131.71,1611.18,0.081745,65.2,Monsoon (Jun-Sep)
2018,7,July,Dinajpur,Rangpur,608.13,3829.09,0.158818,301.0,Monsoon (Jun-Sep)
2018,7,July,Faridpur,Dhaka,178.49,2227.54,0.080131,88.3,Monsoon (Jun-Sep)
2018,7,July,Feni,Chittagong,394.05,960.78,0.410134,195.0,Monsoon (Jun-Sep)
2018,7,July,Gaibandha,Rangpur,333.55,2410.25,0.138387,165.1,Monsoon (Jun-Sep)
2018,7,July,Gazipur,Dhaka,174.99,1940.74,0.090169,86.6,Monsoon (Jun-Sep)
2018,7,July,Gopalganj,Dhaka,521.16,1602.77,0.325165,257.9,Monsoon (Jun-Sep)
2018,7,July,Habiganj,Sylhet,732.16,2857.81,0.256196,362.4,Monsoon (Jun-Sep)
2018,7,July,Jamalpur,Dhaka,203.95,2272.36,0.089751,100.9,Monsoon (Jun-Sep)
2018,7,July,Jessore,Khulna,341.67,2784.67,0.122695,169.1,Monsoon (Jun-Sep)
2018,7,July,Jhalokati,Barisal,184.92,807.93,0.228881,91.5,Monsoon (Jun-Sep)
2018,7,July,Jhenaidah,Khulna,422.05,2143.59,0.196889,208.9,Monsoon (Jun-Sep)
2018,7,July,Joypurhat,Rajshahi,166.5,1081.54,0.153951,82.4,Monsoon (Jun-Sep)
2018,7,July,Khagrachhari,Chittagong,2049.34,3108.48,0.659274,1014.3,Monsoon (Jun-Sep)
2018,7,July,Khulna,Khulna,1402.37,3868.06,0.36255,694.1,Monsoon (Jun-Sep)
2018,7,July,Kishoreganj,Dhaka,1225.27,2821.62,0.434243,606.4,Monsoon (Jun-Sep)
2018,7,July,Kurigram,Rangpur,494.48,2481.86,0.199238,244.7,Monsoon (Jun-Sep)
2018,7,July,Kushtia,Khulna,129.43,1830.28,0.070714,64.1,Monsoon (Jun-Sep)
2018,7,July,Lakshmipur,Chittagong,309.29,1573.07,0.196618,153.1,Monsoon (Jun-Sep)
2018,7,July,Lalmonirhat,Rangpur,337.79,1381.75,0.244461,167.2,Monsoon (Jun-Sep)
2018,7,July,Madaripur,Dhaka,111.57,1257.23,0.088744,55.2,Monsoon (Jun-Sep)
2018,7,July,Magura,Khulna,222.94,1143.98,0.19488,110.3,Monsoon (Jun-Sep)
2018,7,July,Manikganj,Dhaka,251.27,1531.92,0.164021,124.4,Monsoon (Jun-Sep)
2018,7,July,Maulvibazar,Sylhet,573.37,2819.05,0.203393,283.8,Monsoon (Jun-Sep)
2018,7,July,Meherpur,Khulna,461.23,732.79,0.629416,228.3,Monsoon (Jun-Sep)
2018,7,July,Munshiganj,Dhaka,128.7,1036.66,0.124153,63.7,Monsoon (Jun-Sep)
2018,7,July,Mymensingh,Dhaka,1293.9,4784.19,0.270453,640.4,Monsoon (Jun-Sep)
2018,7,July,Naogaon,Rajshahi,598.1,3824.58,0.156384,296.0,Monsoon (Jun-Sep)
2018,7,July,Narail,Khulna,130.12,1072.86,0.121281,64.4,Monsoon (Jun-Sep)
2018,7,July,Narayanganj,Dhaka,74.9,832.16,0.090013,37.1,Monsoon (Jun-Sep)
2018,7,July,Narsingdi,Dhaka,177.26,1281.34,0.13834,87.7,Monsoon (Jun-Sep)
2018,7,July,Natore,Rajshahi,208.36,2101.7,0.099137,103.1,Monsoon (Jun-Sep)
2018,7,July,Nawabganj,Rajshahi,162.1,1804.38,0.089836,80.2,Monsoon (Jun-Sep)
2018,7,July,Netrakona,Dhaka,822.05,3089.39,0.266089,406.9,Monsoon (Jun-Sep)
2018,7,July,Nilphamari,Rangpur,771.96,1836.84,0.420267,382.1,Monsoon (Jun-Sep)
2018,7,July,Noakhali,Chittagong,373.01,2642.02,0.141184,184.6,Monsoon (Jun-Sep)
2018,7,July,Pabna,Rajshahi,344.32,2634.14,0.130716,170.4,Monsoon (Jun-Sep)
2018,7,July,Panchagarh,Rangpur,662.81,1548.93,0.427915,328.1,Monsoon (Jun-Sep)
2018,7,July,Patuakhali,Barisal,496.62,2730.09,0.181908,245.8,Monsoon (Jun-Sep)
2018,7,July,Pirojpur,Barisal,295.04,1365.69,0.216038,146.0,Monsoon (Jun-Sep)
2018,7,July,Rajbari,Dhaka,153.21,1249.73,0.122596,75.8,Monsoon (Jun-Sep)
2018,7,July,Rajshahi,Rajshahi,321.22,2664.72,0.120545,159.0,Monsoon (Jun-Sep)
2018,7,July,Rangamati,Chittagong,510.2,6226.79,0.081936,252.5,Monsoon (Jun-Sep)
2018,7,July,Rangpur,Rangpur,1300.66,2572.65,0.505573,643.8,Monsoon (Jun-Sep)
2018,7,July,Satkhira,Khulna,1402.12,3543.74,0.395663,694.0,Monsoon (Jun-Sep)
2018,7,July,Shariatpur,Dhaka,225.25,1362.06,0.165371,111.5,Monsoon (Jun-Sep)
2018,7,July,Sherpur,Dhaka,255.43,1455.19,0.175526,126.4,Monsoon (Jun-Sep)
2018,7,July,Sirajganj,Rajshahi,620.27,2755.65,0.225091,307.0,Monsoon (Jun-Sep)
2018,7,July,Sunamganj,Sylhet,2087.49,4043.04,0.516316,1033.2,Monsoon (Jun-Sep)
2018,7,July,Sylhet,Sylhet,1047.91,3847.75,0.272343,518.7,Monsoon (Jun-Sep)
2018,7,July,Tangail,Dhaka,326.48,3707.07,0.08807,161.6,Monsoon (Jun-Sep)
2018,7,July,Thakurgaon,Rangpur,464.13,2008.93,0.231035,229.7,Monsoon (Jun-Sep)
2018,8,August,Bagerhat,Khulna,1451.94,3965.62,0.366131,718.6,Monsoon (Jun-Sep)
2018,8,August,Bandarban,Chittagong,2771.21,5000.66,0.554169,1371.6,Monsoon (Jun-Sep)
2018,8,August,Barguna,Barisal,299.93,1547.28,0.193845,148.4,Monsoon (Jun-Sep)
2018,8,August,Barisal,Barisal,559.14,2767.25,0.202056,276.7,Monsoon (Jun-Sep)
2018,8,August,Bhola,Barisal,758.16,2471.69,0.306737,375.2,Monsoon (Jun-Sep)
2018,8,August,Bogra,Rajshahi,641.92,3233.63,0.198514,317.7,Monsoon (Jun-Sep)
2018,8,August,Brahamanbaria,Chittagong,537.4,2104.07,0.255408,266.0,Monsoon (Jun-Sep)
2018,8,August,Chandpur,Chittagong,327.05,1864.17,0.175439,161.9,Monsoon (Jun-Sep)
2018,8,August,Chittagong,Chittagong,2145.39,4736.75,0.452925,1061.8,Monsoon (Jun-Sep)
2018,8,August,Chuadanga,Khulna,730.09,1233.0,0.592127,361.4,Monsoon (Jun-Sep)
2018,8,August,Comilla,Chittagong,571.85,3351.85,0.170608,283.0,Monsoon (Jun-Sep)
2018,8,August,Cox's Bazar,Chittagong,477.36,2206.6,0.216331,236.3,Monsoon (Jun-Sep)
2018,8,August,Dhaka,Dhaka,130.66,1611.18,0.081098,64.7,Monsoon (Jun-Sep)
2018,8,August,Dinajpur,Rangpur,2230.5,3829.09,0.582515,1104.0,Monsoon (Jun-Sep)
2018,8,August,Faridpur,Dhaka,219.29,2227.54,0.098444,108.5,Monsoon (Jun-Sep)
2018,8,August,Feni,Chittagong,342.85,960.78,0.356848,169.7,Monsoon (Jun-Sep)
2018,8,August,Gaibandha,Rangpur,351.11,2410.25,0.145674,173.8,Monsoon (Jun-Sep)
2018,8,August,Gazipur,Dhaka,239.51,1940.74,0.123413,118.5,Monsoon (Jun-Sep)
2018,8,August,Gopalganj,Dhaka,377.54,1602.77,0.235557,186.9,Monsoon (Jun-Sep)
2018,8,August,Habiganj,Sylhet,524.2,2857.81,0.183426,259.4,Monsoon (Jun-Sep)
2018,8,August,Jamalpur,Dhaka,214.74,2272.36,0.094499,106.3,Monsoon (Jun-Sep)
2018,8,August,Jessore,Khulna,402.97,2784.67,0.144712,199.4,Monsoon (Jun-Sep)
2018,8,August,Jhalokati,Barisal,194.96,807.93,0.24131,96.5,Monsoon (Jun-Sep)
2018,8,August,Jhenaidah,Khulna,840.06,2143.59,0.391891,415.8,Monsoon (Jun-Sep)
2018,8,August,Joypurhat,Rajshahi,784.97,1081.54,0.725788,388.5,Monsoon (Jun-Sep)
2018,8,August,Khagrachhari,Chittagong,1650.01,3108.48,0.530809,816.7,Monsoon (Jun-Sep)
2018,8,August,Khulna,Khulna,1654.46,3868.06,0.427722,818.9,Monsoon (Jun-Sep)
2018,8,August,Kishoreganj,Dhaka,1201.01,2821.62,0.425644,594.4,Monsoon (Jun-Sep)
2018,8,August,Kurigram,Rangpur,520.27,2481.86,0.209629,257.5,Monsoon (Jun-Sep)
2018,8,August,Kushtia,Khulna,168.79,1830.28,0.092223,83.5,Monsoon (Jun-Sep)
2018,8,August,Lakshmipur,Chittagong,353.56,1573.07,0.22476,175.0,Monsoon (Jun-Sep)
2018,8,August,Lalmonirhat,Rangpur,485.76,1381.75,0.351557,240.4,Monsoon (Jun-Sep)
2018,8,August,Madaripur,Dhaka,103.65,1257.23,0.082445,51.3,Monsoon (Jun-Sep)
2018,8,August,Magura,Khulna,98.64,1143.98,0.086224,48.8,Monsoon (Jun-Sep)
2018,8,August,Manikganj,Dhaka,262.66,1531.92,0.171457,130.0,Monsoon (Jun-Sep)
2018,8,August,Maulvibazar,Sylhet,383.69,2819.05,0.136105,189.9,Monsoon (Jun-Sep)
2018,8,August,Meherpur,Khulna,472.11,732.79,0.644262,233.7,Monsoon (Jun-Sep)
2018,8,August,Munshiganj,Dhaka,111.65,1036.66,0.107701,55.3,Monsoon (Jun-Sep)
2018,8,August,Mymensingh,Dhaka,1665.34,4784.19,0.348093,824.3,Monsoon (Jun-Sep)
2018,8,August,Naogaon,Rajshahi,476.07,3824.58,0.124477,235.6,Monsoon (Jun-Sep)
2018,8,August,Narail,Khulna,92.85,1072.86,0.086548,46.0,Monsoon (Jun-Sep)
2018,8,August,Narayanganj,Dhaka,71.71,832.16,0.086172,35.5,Monsoon (Jun-Sep)
2018,8,August,Narsingdi,Dhaka,163.68,1281.34,0.127738,81.0,Monsoon (Jun-Sep)
2018,8,August,Natore,Rajshahi,299.49,2101.7,0.1425,148.2,Monsoon (Jun-Sep)
2018,8,August,Nawabganj,Rajshahi,175.46,1804.38,0.097239,86.8,Monsoon (Jun-Sep)
2018,8,August,Netrakona,Dhaka,666.19,3089.39,0.215637,329.7,Monsoon (Jun-Sep)
2018,8,August,Nilphamari,Rangpur,1011.45,1836.84,0.550647,500.6,Monsoon (Jun-Sep)
2018,8,August,Noakhali,Chittagong,328.36,2642.03,0.124282,162.5,Monsoon (Jun-Sep)
2018,8,August,Pabna,Rajshahi,432.86,2634.14,0.164328,214.2,Monsoon (Jun-Sep)
2018,8,August,Panchagarh,Rangpur,922.89,1548.93,0.595823,456.8,Monsoon (Jun-Sep)
2018,8,August,Patuakhali,Barisal,652.54,2730.09,0.239017,323.0,Monsoon (Jun-Sep)
2018,8,August,Pirojpur,Barisal,356.3,1365.69,0.260897,176.3,Monsoon (Jun-Sep)
2018,8,August,Rajbari,Dhaka,190.14,1249.73,0.152146,94.1,Monsoon (Jun-Sep)
2018,8,August,Rajshahi,Rajshahi,222.73,2664.72,0.083585,110.2,Monsoon (Jun-Sep)
2018,8,August,Rangamati,Chittagong,546.9,6226.79,0.087831,270.7,Monsoon (Jun-Sep)
2018,8,August,Rangpur,Rangpur,1544.78,2572.65,0.600463,764.6,Monsoon (Jun-Sep)
2018,8,August,Satkhira,Khulna,1551.37,3543.74,0.437776,767.8,Monsoon (Jun-Sep)
2018,8,August,Shariatpur,Dhaka,200.92,1362.06,0.147515,99.4,Monsoon (Jun-Sep)
2018,8,August,Sherpur,Dhaka,343.8,1455.19,0.236259,170.2,Monsoon (Jun-Sep)
2018,8,August,Sirajganj,Rajshahi,650.41,2755.65,0.236027,321.9,Monsoon (Jun-Sep)
2018,8,August,Sunamganj,Sylhet,1935.71,4043.04,0.478775,958.1,Monsoon (Jun-Sep)
2018,8,August,Sylhet,Sylhet,728.68,3847.75,0.189377,360.7,Monsoon (Jun-Sep)
2018,8,August,Tangail,Dhaka,314.83,3707.07,0.084927,155.8,Monsoon (Jun-Sep)
2018,8,August,Thakurgaon,Rangpur,1379.82,2008.93,0.686843,682.9,Monsoon (Jun-Sep)
2018,9,September,Bagerhat,Khulna,1510.65,3965.62,0.380935,747.7,Monsoon (Jun-Sep)
2018,9,September,Bandarban,Chittagong,3178.36,5000.66,0.635589,1573.1,Monsoon (Jun-Sep)
2018,9,September,Barguna,Barisal,284.71,1547.28,0.184004,140.9,Monsoon (Jun-Sep)
2018,9,September,Barisal,Barisal,610.45,2767.25,0.220596,302.1,Monsoon (Jun-Sep)
2018,9,September,Bhola,Barisal,722.12,2471.69,0.292155,357.4,Monsoon (Jun-Sep)
2018,9,September,Bogra,Rajshahi,374.12,3233.63,0.115696,185.2,Monsoon (Jun-Sep)
2018,9,September,Brahamanbaria,Chittagong,499.4,2104.07,0.23735,247.2,Monsoon (Jun-Sep)
2018,9,September,Chandpur,Chittagong,317.41,1864.17,0.170268,157.1,Monsoon (Jun-Sep)
2018,9,September,Chittagong,Chittagong,1653.03,4736.75,0.34898,818.2,Monsoon (Jun-Sep)
2018,9,September,Chuadanga,Khulna,747.57,1233.0,0.606302,370.0,Monsoon (Jun-Sep)
2018,9,September,Comilla,Chittagong,1217.33,3351.85,0.363182,602.5,Monsoon (Jun-Sep)
2018,9,September,Cox's Bazar,Chittagong,172.8,2206.6,0.078312,85.5,Monsoon (Jun-Sep)
2018,9,September,Dhaka,Dhaka,121.07,1611.18,0.075144,59.9,Monsoon (Jun-Sep)
2018,9,September,Dinajpur,Rangpur,2887.19,3829.09,0.754016,1429.0,Monsoon (Jun-Sep)
2018,9,September,Faridpur,Dhaka,216.27,2227.54,0.097088,107.0,Monsoon (Jun-Sep)
2018,9,September,Feni,Chittagong,447.01,960.78,0.465259,221.2,Monsoon (Jun-Sep)
2018,9,September,Gaibandha,Rangpur,348.55,2410.25,0.14461,172.5,Monsoon (Jun-Sep)
2018,9,September,Gazipur,Dhaka,136.38,1940.74,0.07027,67.5,Monsoon (Jun-Sep)
2018,9,September,Gopalganj,Dhaka,399.12,1602.77,0.249018,197.5,Monsoon (Jun-Sep)
2018,9,September,Habiganj,Sylhet,369.29,2857.81,0.12922,182.8,Monsoon (Jun-Sep)
2018,9,September,Jamalpur,Dhaka,235.78,2272.36,0.103758,116.7,Monsoon (Jun-Sep)
2018,9,September,Jessore,Khulna,201.35,2784.67,0.072308,99.7,Monsoon (Jun-Sep)
2018,9,September,Jhalokati,Barisal,192.11,807.93,0.237782,95.1,Monsoon (Jun-Sep)
2018,9,September,Jhenaidah,Khulna,1130.66,2143.59,0.527459,559.6,Monsoon (Jun-Sep)
2018,9,September,Joypurhat,Rajshahi,821.85,1081.54,0.759883,406.8,Monsoon (Jun-Sep)
2018,9,September,Khagrachhari,Chittagong,1071.35,3108.48,0.344652,530.3,Monsoon (Jun-Sep)
2018,9,September,Khulna,Khulna,1584.77,3868.06,0.409708,784.4,Monsoon (Jun-Sep)
2018,9,September,Kishoreganj,Dhaka,1223.89,2821.62,0.433755,605.8,Monsoon (Jun-Sep)
2018,9,September,Kurigram,Rangpur,515.35,2481.86,0.207646,255.1,Monsoon (Jun-Sep)
2018,9,September,Kushtia,Khulna,172.03,1830.28,0.093991,85.1,Monsoon (Jun-Sep)
2018,9,September,Lakshmipur,Chittagong,315.1,1573.07,0.200311,156.0,Monsoon (Jun-Sep)
2018,9,September,Lalmonirhat,Rangpur,436.22,1381.75,0.315701,215.9,Monsoon (Jun-Sep)
2018,9,September,Madaripur,Dhaka,101.7,1257.23,0.080894,50.3,Monsoon (Jun-Sep)
2018,9,September,Magura,Khulna,50.14,1143.98,0.043829,24.8,Monsoon (Jun-Sep)
2018,9,September,Manikganj,Dhaka,256.33,1531.92,0.167325,126.9,Monsoon (Jun-Sep)
2018,9,September,Maulvibazar,Sylhet,315.01,2819.05,0.111744,155.9,Monsoon (Jun-Sep)
2018,9,September,Meherpur,Khulna,486.34,732.79,0.663682,240.7,Monsoon (Jun-Sep)
2018,9,September,Munshiganj,Dhaka,113.56,1036.66,0.109543,56.2,Monsoon (Jun-Sep)
2018,9,September,Mymensingh,Dhaka,2702.37,4784.19,0.564855,1337.5,Monsoon (Jun-Sep)
2018,9,September,Naogaon,Rajshahi,959.86,3824.58,0.250972,475.1,Monsoon (Jun-Sep)
2018,9,September,Narail,Khulna,85.42,1072.86,0.079617,42.3,Monsoon (Jun-Sep)
2018,9,September,Narayanganj,Dhaka,70.35,832.16,0.084536,34.8,Monsoon (Jun-Sep)
2018,9,September,Narsingdi,Dhaka,143.33,1281.34,0.111862,70.9,Monsoon (Jun-Sep)
2018,9,September,Natore,Rajshahi,160.62,2101.7,0.076425,79.5,Monsoon (Jun-Sep)
2018,9,September,Nawabganj,Rajshahi,200.29,1804.38,0.111002,99.1,Monsoon (Jun-Sep)
2018,9,September,Netrakona,Dhaka,676.36,3089.39,0.218928,334.8,Monsoon (Jun-Sep)
2018,9,September,Nilphamari,Rangpur,1208.35,1836.84,0.657845,598.1,Monsoon (Jun-Sep)
2018,9,September,Noakhali,Chittagong,172.21,2642.03,0.065183,85.2,Monsoon (Jun-Sep)
2018,9,September,Pabna,Rajshahi,447.6,2634.14,0.169923,221.5,Monsoon (Jun-Sep)
2018,9,September,Panchagarh,Rangpur,1006.1,1548.93,0.649544,498.0,Monsoon (Jun-Sep)
2018,9,September,Patuakhali,Barisal,356.28,2730.09,0.130503,176.3,Monsoon (Jun-Sep)
2018,9,September,Pirojpur,Barisal,364.3,1365.69,0.266751,180.3,Monsoon (Jun-Sep)
2018,9,September,Rajbari,Dhaka,193.58,1249.73,0.154899,95.8,Monsoon (Jun-Sep)
2018,9,September,Rajshahi,Rajshahi,228.96,2664.72,0.085922,113.3,Monsoon (Jun-Sep)
2018,9,September,Rangamati,Chittagong,529.29,6226.79,0.085002,262.0,Monsoon (Jun-Sep)
2018,9,September,Rangpur,Rangpur,1895.73,2572.65,0.736879,938.3,Monsoon (Jun-Sep)
2018,9,September,Satkhira,Khulna,1361.17,3543.74,0.384105,673.7,Monsoon (Jun-Sep)
2018,9,September,Shariatpur,Dhaka,217.1,1362.06,0.159391,107.5,Monsoon (Jun-Sep)
2018,9,September,Sherpur,Dhaka,469.55,1455.19,0.322674,232.4,Monsoon (Jun-Sep)
2018,9,September,Sirajganj,Rajshahi,643.72,2755.65,0.233601,318.6,Monsoon (Jun-Sep)
2018,9,September,Sunamganj,Sylhet,1899.91,4043.04,0.469921,940.4,Monsoon (Jun-Sep)
2018,9,September,Sylhet,Sylhet,625.51,3847.75,0.162566,309.6,Monsoon (Jun-Sep)
2018,9,September,Tangail,Dhaka,279.93,3707.07,0.075512,138.5,Monsoon (Jun-Sep)
2018,9,September,Thakurgaon,Rangpur,1554.61,2008.93,0.773848,769.4,Monsoon (Jun-Sep)
2018,10,October,Bagerhat,Khulna,1244.51,3965.62,0.313824,616.0,Post-Monsoon (Oct-Nov)
