year,month,district,division,water_area_km2,water_area_calibrated_km2
2018.0,1.0,Satkhira,Khulna,1022.61,506.6
2018.0,1.0,Habiganj,Sylhet,1444.2,715.5
2018.0,1.0,Maulvibazar,Sylhet,661.69,327.8
2018.0,1.0,Sunamganj,Sylhet,948.16,469.8
2018.0,1.0,Sylhet,Sylhet,1330.09,659.0
2018.0,1.0,Bogra,Rajshahi,191.79,95.0
2018.0,1.0,Joypurhat,Rajshahi,434.69,215.4
2018.0,1.0,Naogaon,Rajshahi,2345.24,1161.9
2018.0,1.0,Natore,Rajshahi,1002.65,496.7
2018.0,1.0,Nawabganj,Rajshahi,920.26,455.9
2018.0,1.0,Pabna,Rajshahi,850.51,421.4
2018.0,1.0,Rajshahi,Rajshahi,690.86,342.3
2018.0,1.0,Sirajganj,Rajshahi,371.0,183.8
2018.0,1.0,Dinajpur,Rangpur,1432.61,709.8
2018.0,1.0,Gaibandha,Rangpur,171.51,85.0
2018.0,1.0,Kurigram,Rangpur,502.41,248.9
2018.0,1.0,Lalmonirhat,Rangpur,102.83,50.9
2018.0,1.0,Nilphamari,Rangpur,67.36,33.4
2018.0,1.0,Panchagarh,Rangpur,996.64,493.8
2018.0,1.0,Rangpur,Rangpur,200.14,99.2
2018.0,1.0,Thakurgaon,Rangpur,1405.55,696.4
2018.0,1.0,Barguna,Barisal,156.77,77.7
2018.0,2.0,Barisal,Barisal,418.01,207.1
2018.0,2.0,Bhola,Barisal,685.27,339.5
2018.0,2.0,Jhalokati,Barisal,34.96,17.3
2018.0,2.0,Patuakhali,Barisal,217.55,107.8
2018.0,2.0,Pirojpur,Barisal,91.93,45.5
2018.0,2.0,Bandarban,Chittagong,2963.36,1468.1
2018.0,2.0,Brahamanbaria,Chittagong,1177.39,583.3
2018.0,2.0,Chandpur,Chittagong,237.01,117.4
2018.0,2.0,Chittagong,Chittagong,1887.32,935.0
2018.0,2.0,Comilla,Chittagong,1724.31,854.3
2018.0,2.0,Cox's Bazar,Chittagong,889.01,440.4
2018.0,2.0,Feni,Chittagong,383.98,190.2
2018.0,2.0,Khagrachhari,Chittagong,1703.98,844.2
2018.0,2.0,Lakshmipur,Chittagong,297.41,147.3
2018.0,2.0,Noakhali,Chittagong,131.92,65.4
2018.0,2.0,Rangamati,Chittagong,440.27,218.1
2018.0,2.0,Dhaka,Dhaka,810.62,401.6
2018.0,2.0,Faridpur,Dhaka,1130.47,560.1
2018.0,2.0,Gazipur,Dhaka,1015.62,503.2
2018.0,2.0,Gopalganj,Dhaka,807.01,399.8
2018.0,2.0,Jamalpur,Dhaka,945.31,468.3
2018.0,2.0,Kishoreganj,Dhaka,1386.71,687.0
2018.0,2.0,Madaripur,Dhaka,72.06,35.7
2018.0,2.0,Manikganj,Dhaka,174.99,86.7
2018.0,2.0,Munshiganj,Dhaka,76.61,38.0
2018.0,2.0,Mymensingh,Dhaka,2818.1,1396.2
2018.0,2.0,Narayanganj,Dhaka,427.08,211.6
2018.0,2.0,Narsingdi,Dhaka,73.68,36.5
2018.0,2.0,Netrakona,Dhaka,1782.45,883.1
2018.0,2.0,Rajbari,Dhaka,117.51,58.2
2018.0,2.0,Shariatpur,Dhaka,136.13,67.4
2018.0,2.0,Sherpur,Dhaka,893.4,442.6
2018.0,2.0,Tangail,Dhaka,1778.12,880.9
2018.0,2.0,Bagerhat,Khulna,634.59,314.4
2018.0,2.0,Chuadanga,Khulna,629.03,311.6
2018.0,2.0,Jessore,Khulna,686.4,340.1
2018.0,2.0,Jhenaidah,Khulna,1072.91,531.6
2018.0,2.0,Khulna,Khulna,604.1,299.3
2018.0,2.0,Kushtia,Khulna,198.34,98.3
2018.0,2.0,Magura,Khulna,713.07,353.3
2018.0,2.0,Meherpur,Khulna,418.13,207.2
2018.0,2.0,Narail,Khulna,48.83,24.2
2018.0,2.0,Satkhira,Khulna,900.38,446.1
2018.0,2.0,Habiganj,Sylhet,1215.75,602.3
2018.0,2.0,Maulvibazar,Sylhet,940.56,466.0
2018.0,2.0,Sunamganj,Sylhet,1253.18,620.9
2018.0,2.0,Sylhet,Sylhet,1229.93,609.3
2018.0,2.0,Bogra,Rajshahi,1577.4,781.5
2018.0,2.0,Joypurhat,Rajshahi,564.17,279.5
2018.0,2.0,Naogaon,Rajshahi,2856.45,1415.2
2018.0,2.0,Natore,Rajshahi,1402.01,694.6
2018.0,2.0,Nawabganj,Rajshahi,921.38,456.5
2018.0,2.0,Pabna,Rajshahi,1340.34,664.0
2018.0,2.0,Rajshahi,Rajshahi,1191.34,590.2
2018.0,2.0,Sirajganj,Rajshahi,315.31,156.2
2018.0,2.0,Dinajpur,Rangpur,1623.23,804.2
2018.0,2.0,Gaibandha,Rangpur,397.44,196.9
2018.0,2.0,Kurigram,Rangpur,500.35,247.9
2018.0,2.0,Lalmonirhat,Rangpur,527.99,261.6
2018.0,2.0,Nilphamari,Rangpur,791.29,392.0
2018.0,2.0,Panchagarh,Rangpur,1078.03,534.1
2018.0,2.0,Rangpur,Rangpur,1088.68,539.4
2018.0,2.0,Thakurgaon,Rangpur,1324.0,656.0
2018.0,2.0,Barguna,Barisal,158.32,78.4
2018.0,3.0,Barisal,Barisal,427.71,211.9
2018.0,3.0,Bhola,Barisal,661.13,327.5
2018.0,3.0,Jhalokati,Barisal,32.91,16.3
2018.0,3.0,Patuakhali,Barisal,214.01,106.0
2018.0,3.0,Pirojpur,Barisal,91.77,45.5
2018.0,3.0,Bandarban,Chittagong,3090.05,1530.9
2018.0,3.0,Brahamanbaria,Chittagong,1157.03,573.2
2018.0,3.0,Chandpur,Chittagong,250.62,124.2
2018.0,3.0,Chittagong,Chittagong,2448.8,1213.2
2018.0,3.0,Comilla,Chittagong,2006.63,994.2
2018.0,3.0,Cox's Bazar,Chittagong,813.06,402.8
2018.0,3.0,Feni,Chittagong,528.25,261.7
2018.0,3.0,Khagrachhari,Chittagong,1773.71,878.8
2018.0,3.0,Lakshmipur,Chittagong,292.17,144.8
2018.0,3.0,Noakhali,Chittagong,125.47,62.2
2018.0,3.0,Rangamati,Chittagong,388.08,192.3
2018.0,3.0,Dhaka,Dhaka,857.39,424.8
2018.0,3.0,Faridpur,Dhaka,1021.44,506.1
2018.0,3.0,Gazipur,Dhaka,921.97,456.8
2018.0,3.0,Gopalganj,Dhaka,1065.96,528.1
2018.0,3.0,Jamalpur,Dhaka,253.21,125.4
2018.0,3.0,Kishoreganj,Dhaka,1503.14,744.7
2018.0,3.0,Madaripur,Dhaka,70.64,35.0
2018.0,3.0,Manikganj,Dhaka,182.74,90.5
2018.0,3.0,Munshiganj,Dhaka,72.32,35.8
2018.0,3.0,Mymensingh,Dhaka,2605.99,1291.1
2018.0,3.0,Narayanganj,Dhaka,465.22,230.5
2018.0,3.0,Narsingdi,Dhaka,160.48,79.5
2018.0,3.0,Netrakona,Dhaka,1770.25,877.0
2018.0,3.0,Rajbari,Dhaka,119.01,59.0
2018.0,3.0,Shariatpur,Dhaka,151.67,75.1
2018.0,3.0,Sherpur,Dhaka,993.22,492.1
2018.0,3.0,Tangail,Dhaka,1700.85,842.7
2018.0,3.0,Bagerhat,Khulna,762.47,377.8
2018.0,3.0,Chuadanga,Khulna,700.78,347.2
2018.0,3.0,Jessore,Khulna,289.7,143.5
2018.0,3.0,Jhenaidah,Khulna,1258.32,623.4
2018.0,3.0,Khulna,Khulna,650.73,322.4
2018.0,3.0,Kushtia,Khulna,158.13,78.3
2018.0,3.0,Magura,Khulna,621.16,307.7
2018.0,3.0,Meherpur,Khulna,507.09,251.2
2018.0,3.0,Narail,Khulna,35.83,17.8
2018.0,3.0,Satkhira,Khulna,1040.39,515.4
2018.0,3.0,Habiganj,Sylhet,1972.14,977.1
2018.0,3.0,Maulvibazar,Sylhet,1150.38,569.9
2018.0,3.0,Sunamganj,Sylhet,2310.29,1144.6
2018.0,3.0,Sylhet,Sylhet,2080.27,1030.6
2018.0,3.0,Bogra,Rajshahi,1156.73,573.1
2018.0,3.0,Joypurhat,Rajshahi,881.23,436.6
2018.0,3.0,Naogaon,Rajshahi,3001.06,1486.8
2018.0,3.0,Natore,Rajshahi,1317.65,652.8
2018.0,3.0,Nawabganj,Rajshahi,562.06,278.5
2018.0,3.0,Pabna,Rajshahi,1280.7,634.5
2018.0,3.0,Rajshahi,Rajshahi,250.82,124.3
2018.0,3.0,Sirajganj,Rajshahi,318.25,157.7
2018.0,3.0,Dinajpur,Rangpur,2735.49,1355.3
2018.0,3.0,Gaibandha,Rangpur,333.39,165.2
2018.0,3.0,Kurigram,Rangpur,632.86,313.5
2018.0,3.0,Lalmonirhat,Rangpur,313.15,155.1
2018.0,3.0,Nilphamari,Rangpur,1189.39,589.3
2018.0,3.0,Panchagarh,Rangpur,1005.11,498.0
2018.0,3.0,Rangpur,Rangpur,2061.18,1021.2
2018.0,3.0,Thakurgaon,Rangpur,1416.02,701.5
2018.0,3.0,Barguna,Barisal,154.55,76.6
2018.0,4.0,Barisal,Barisal,424.42,210.3
2018.0,4.0,Bhola,Barisal,682.29,338.0
2018.0,4.0,Jhalokati,Barisal,35.83,17.8
2018.0,4.0,Patuakhali,Barisal,236.98,117.4
2018.0,4.0,Pirojpur,Barisal,95.56,47.3
2018.0,4.0,Bandarban,Chittagong,2897.86,1435.7
2018.0,4.0,Brahamanbaria,Chittagong,1010.22,500.5
2018.0,4.0,Chandpur,Chittagong,250.42,124.1
2018.0,4.0,Chittagong,Chittagong,2112.6,1046.7
2018.0,4.0,Comilla,Chittagong,1744.14,864.1
2018.0,4.0,Cox's Bazar,Chittagong,842.63,417.5
2018.0,4.0,Feni,Chittagong,517.73,256.5
2018.0,4.0,Khagrachhari,Chittagong,1748.17,866.1
2018.0,4.0,Lakshmipur,Chittagong,298.98,148.1
2018.0,4.0,Noakhali,Chittagong,129.89,64.4
2018.0,4.0,Rangamati,Chittagong,387.45,192.0
2018.0,4.0,Dhaka,Dhaka,876.79,434.4
2018.0,4.0,Faridpur,Dhaka,415.52,205.9
2018.0,4.0,Gazipur,Dhaka,1117.47,553.6
2018.0,4.0,Gopalganj,Dhaka,903.06,447.4
2018.0,4.0,Jamalpur,Dhaka,1286.18,637.2
2018.0,4.0,Kishoreganj,Dhaka,1021.18,505.9
2018.0,4.0,Madaripur,Dhaka,68.31,33.8
2018.0,4.0,Manikganj,Dhaka,157.9,78.2
2018.0,4.0,Munshiganj,Dhaka,74.49,36.9
2018.0,4.0,Mymensingh,Dhaka,2509.66,1243.4
2018.0,4.0,Narayanganj,Dhaka,446.74,221.3
2018.0,4.0,Narsingdi,Dhaka,448.17,222.0
2018.0,4.0,Netrakona,Dhaka,1578.88,782.2
2018.0,4.0,Rajbari,Dhaka,119.95,59.4
2018.0,4.0,Shariatpur,Dhaka,143.98,71.3
2018.0,4.0,Sherpur,Dhaka,1048.15,519.3
2018.0,4.0,Tangail,Dhaka,1813.17,898.3
2018.0,4.0,Bagerhat,Khulna,1094.05,542.0
2018.0,4.0,Chuadanga,Khulna,564.76,279.8
2018.0,4.0,Jessore,Khulna,487.68,241.6
2018.0,4.0,Jhenaidah,Khulna,1172.24,580.8
2018.0,4.0,Khulna,Khulna,584.1,289.4
2018.0,4.0,Kushtia,Khulna,130.44,64.6
2018.0,4.0,Magura,Khulna,642.4,318.3
2018.0,4.0,Meherpur,Khulna,463.77,229.8
2018.0,4.0,Narail,Khulna,32.2,16.0
2018.0,4.0,Satkhira,Khulna,905.93,448.8
2018.0,4.0,Habiganj,Sylhet,1482.45,734.5
2018.0,4.0,Maulvibazar,Sylhet,600.48,297.5
2018.0,4.0,Sunamganj,Sylhet,712.72,353.1
2018.0,4.0,Sylhet,Sylhet,787.83,390.3
2018.0,4.0,Bogra,Rajshahi,1667.1,825.9
2018.0,4.0,Joypurhat,Rajshahi,883.25,437.6
2018.0,4.0,Naogaon,Rajshahi,3189.81,1580.3
2018.0,4.0,Natore,Rajshahi,1177.11,583.2
2018.0,4.0,Nawabganj,Rajshahi,1034.8,512.7
2018.0,4.0,Pabna,Rajshahi,1088.34,539.2
2018.0,4.0,Rajshahi,Rajshahi,1269.19,628.8
2018.0,4.0,Sirajganj,Rajshahi,256.02,126.8
2018.0,4.0,Dinajpur,Rangpur,2876.6,1425.2
2018.0,4.0,Gaibandha,Rangpur,257.05,127.4
2018.0,4.0,Kurigram,Rangpur,388.39,192.4
2018.0,4.0,Lalmonirhat,Rangpur,613.51,304.0
2018.0,4.0,Nilphamari,Rangpur,1149.16,569.3
2018.0,4.0,Panchagarh,Rangpur,800.68,396.7
2018.0,4.0,Rangpur,Rangpur,2063.46,1022.3
2018.0,4.0,Thakurgaon,Rangpur,1237.22,613.0
2018.0,4.0,Barguna,Barisal,160.1,79.3
2018.0,5.0,Barisal,Barisal,459.38,227.6
2018.0,5.0,Bhola,Barisal,678.69,336.2
2018.0,5.0,Jhalokati,Barisal,48.64,24.1
2018.0,5.0,Patuakhali,Barisal,251.2,124.5
2018.0,5.0,Pirojpur,Barisal,103.32,51.2
2018.0,5.0,Bandarban,Chittagong,2803.45,1388.9
2018.0,5.0,Brahamanbaria,Chittagong,259.0,128.3
2018.0,5.0,Chandpur,Chittagong,270.45,134.0
2018.0,5.0,Chittagong,Chittagong,1306.59,647.3
2018.0,5.0,Comilla,Chittagong,1600.43,792.9
2018.0,5.0,Cox's Bazar,Chittagong,521.62,258.4
2018.0,5.0,Feni,Chittagong,403.46,199.9
2018.0,5.0,Khagrachhari,Chittagong,1184.79,587.0
2018.0,5.0,Lakshmipur,Chittagong,298.92,148.1
2018.0,5.0,Noakhali,Chittagong,133.62,66.2
2018.0,5.0,Rangamati,Chittagong,374.98,185.8
2018.0,5.0,Dhaka,Dhaka,844.7,418.5
2018.0,5.0,Faridpur,Dhaka,118.39,58.7
2018.0,5.0,Gazipur,Dhaka,954.54,472.9
2018.0,5.0,Gopalganj,Dhaka,430.1,213.1
2018.0,5.0,Jamalpur,Dhaka,162.89,80.7
2018.0,5.0,Kishoreganj,Dhaka,600.67,297.6
2018.0,5.0,Madaripur,Dhaka,73.3,36.3
2018.0,5.0,Manikganj,Dhaka,172.07,85.2
2018.0,5.0,Munshiganj,Dhaka,79.31,39.3
2018.0,5.0,Mymensingh,Dhaka,2184.34,1082.2
2018.0,5.0,Narayanganj,Dhaka,72.25,35.8
2018.0,5.0,Narsingdi,Dhaka,80.79,40.0
2018.0,5.0,Netrakona,Dhaka,670.62,332.2
2018.0,5.0,Rajbari,Dhaka,128.66,63.7
2018.0,5.0,Shariatpur,Dhaka,163.4,81.0
2018.0,5.0,Sherpur,Dhaka,784.06,388.4
2018.0,5.0,Tangail,Dhaka,1050.97,520.7
2018.0,5.0,Bagerhat,Khulna,1098.17,544.1
2018.0,5.0,Chuadanga,Khulna,763.1,378.1
2018.0,5.0,Jessore,Khulna,589.98,292.3
2018.0,5.0,Jhenaidah,Khulna,912.88,452.3
2018.0,5.0,Khulna,Khulna,685.79,339.8
2018.0,5.0,Kushtia,Khulna,116.61,57.8
2018.0,5.0,Magura,Khulna,171.67,85.1
2018.0,5.0,Meherpur,Khulna,534.73,264.9
2018.0,5.0,Narail,Khulna,39.45,19.5
2018.0,5.0,Satkhira,Khulna,1045.28,517.9
2018.0,5.0,Habiganj,Sylhet,1023.95,507.3
2018.0,5.0,Maulvibazar,Sylhet,585.43,290.0
2018.0,5.0,Sunamganj,Sylhet,809.56,401.1
2018.0,5.0,Sylhet,Sylhet,658.75,326.4
2018.0,5.0,Bogra,Rajshahi,191.38,94.8
2018.0,5.0,Joypurhat,Rajshahi,788.26,390.5
2018.0,5.0,Naogaon,Rajshahi,1771.07,877.4
2018.0,5.0,Natore,Rajshahi,975.61,483.4
2018.0,5.0,Nawabganj,Rajshahi,236.71,117.3
2018.0,5.0,Pabna,Rajshahi,191.78,95.0
2018.0,5.0,Rajshahi,Rajshahi,279.49,138.5
2018.0,5.0,Sirajganj,Rajshahi,308.79,153.0
2018.0,5.0,Dinajpur,Rangpur,2028.75,1005.1
2018.0,5.0,Gaibandha,Rangpur,285.52,141.5
2018.0,5.0,Kurigram,Rangpur,439.07,217.5
2018.0,5.0,Lalmonirhat,Rangpur,137.53,68.1
2018.0,5.0,Nilphamari,Rangpur,1131.87,560.8
2018.0,5.0,Panchagarh,Rangpur,998.11,494.5
2018.0,5.0,Rangpur,Rangpur,1520.18,753.1
2018.0,5.0,Thakurgaon,Rangpur,1239.33,614.0
2018.0,5.0,Barguna,Barisal,166.27,82.4
2018.0,6.0,Barisal,Barisal,497.32,246.4
2018.0,6.0,Bhola,Barisal,765.68,379.3
2018.0,6.0,Jhalokati,Barisal,90.32,44.7
2018.0,6.0,Patuakhali,Barisal,369.9,183.3
2018.0,6.0,Pirojpur,Barisal,185.58,91.9
2018.0,6.0,Bandarban,Chittagong,2972.52,1472.7
2018.0,6.0,Brahamanbaria,Chittagong,439.09,217.5
2018.0,6.0,Chandpur,Chittagong,303.92,150.6
2018.0,6.0,Chittagong,Chittagong,2031.63,1006.5
2018.0,6.0,Comilla,Chittagong,1239.5,614.1
2018.0,6.0,Cox's Bazar,Chittagong,454.76,225.3
2018.0,6.0,Feni,Chittagong,521.07,258.2
2018.0,6.0,Khagrachhari,Chittagong,1669.82,827.3
2018.0,6.0,Lakshmipur,Chittagong,323.18,160.1
2018.0,6.0,Noakhali,Chittagong,250.98,124.3
2018.0,6.0,Rangamati,Chittagong,525.54,260.4
2018.0,6.0,Dhaka,Dhaka,565.13,280.0
2018.0,6.0,Faridpur,Dhaka,131.37,65.1
2018.0,6.0,Gazipur,Dhaka,291.44,144.4
2018.0,6.0,Gopalganj,Dhaka,370.88,183.7
2018.0,6.0,Jamalpur,Dhaka,171.05,84.7
2018.0,6.0,Kishoreganj,Dhaka,1110.01,549.9
2018.0,6.0,Madaripur,Dhaka,118.0,58.5
2018.0,6.0,Manikganj,Dhaka,199.94,99.1
2018.0,6.0,Munshiganj,Dhaka,98.35,48.7
2018.0,6.0,Mymensingh,Dhaka,1435.96,711.4
2018.0,6.0,Narayanganj,Dhaka,66.05,32.7
2018.0,6.0,Narsingdi,Dhaka,130.83,64.8
2018.0,6.0,Netrakona,Dhaka,751.89,372.5
2018.0,6.0,Rajbari,Dhaka,135.18,67.0
2018.0,6.0,Shariatpur,Dhaka,174.69,86.5
2018.0,6.0,Sherpur,Dhaka,281.23,139.3
2018.0,6.0,Tangail,Dhaka,196.26,97.2
2018.0,6.0,Bagerhat,Khulna,1395.76,691.5
2018.0,6.0,Chuadanga,Khulna,654.88,324.4
2018.0,6.0,Jessore,Khulna,211.74,104.9
2018.0,6.0,Jhenaidah,Khulna,880.7,436.3
2018.0,6.0,Khulna,Khulna,986.98,489.0
2018.0,6.0,Kushtia,Khulna,117.34,58.1
2018.0,6.0,Magura,Khulna,132.7,65.7
2018.0,6.0,Meherpur,Khulna,502.3,248.9
2018.0,6.0,Narail,Khulna,72.59,36.0
2018.0,6.0,Satkhira,Khulna,1159.21,574.3
2018.0,6.0,Habiganj,Sylhet,761.13,377.1
2018.0,6.0,Maulvibazar,Sylhet,515.11,255.2
2018.0,6.0,Sunamganj,Sylhet,2203.05,1091.5
2018.0,6.0,Sylhet,Sylhet,1192.5,590.8
2018.0,6.0,Bogra,Rajshahi,223.8,110.9
2018.0,6.0,Joypurhat,Rajshahi,527.36,261.3
2018.0,6.0,Naogaon,Rajshahi,1450.82,718.8
2018.0,6.0,Natore,Rajshahi,225.11,111.5
2018.0,6.0,Nawabganj,Rajshahi,186.06,92.2
2018.0,6.0,Pabna,Rajshahi,152.33,75.5
2018.0,6.0,Rajshahi,Rajshahi,239.44,118.6
2018.0,6.0,Sirajganj,Rajshahi,391.98,194.2
2018.0,6.0,Dinajpur,Rangpur,1982.53,982.2
2018.0,6.0,Gaibandha,Rangpur,308.5,152.8
2018.0,6.0,Kurigram,Rangpur,474.82,235.2
2018.0,6.0,Lalmonirhat,Rangpur,104.38,51.7
2018.0,6.0,Nilphamari,Rangpur,780.37,386.6
2018.0,6.0,Panchagarh,Rangpur,845.72,419.0
2018.0,6.0,Rangpur,Rangpur,1401.07,694.1
2018.0,6.0,Thakurgaon,Rangpur,1211.81,600.4
2018.0,6.0,Barguna,Barisal,217.87,107.9
2018.0,7.0,Barisal,Barisal,692.34,343.0
2018.0,7.0,Bhola,Barisal,682.69,338.2
2018.0,7.0,Jhalokati,Barisal,184.92,91.6
2018.0,7.0,Patuakhali,Barisal,496.62,246.0
2018.0,7.0,Pirojpur,Barisal,295.04,146.2
2018.0,7.0,Bandarban,Chittagong,2925.11,1449.2
2018.0,7.0,Brahamanbaria,Chittagong,597.04,295.8
2018.0,7.0,Chandpur,Chittagong,346.29,171.6
2018.0,7.0,Chittagong,Chittagong,1807.19,895.3
2018.0,7.0,Comilla,Chittagong,621.59,308.0
2018.0,7.0,Cox's Bazar,Chittagong,435.71,215.9
2018.0,7.0,Feni,Chittagong,394.05,195.2
2018.0,7.0,Khagrachhari,Chittagong,2049.34,1015.3
2018.0,7.0,Lakshmipur,Chittagong,309.29,153.2
2018.0,7.0,Noakhali,Chittagong,373.01,184.8
2018.0,7.0,Rangamati,Chittagong,510.2,252.8
2018.0,7.0,Dhaka,Dhaka,131.71,65.3
2018.0,7.0,Faridpur,Dhaka,178.49,88.4
2018.0,7.0,Gazipur,Dhaka,174.99,86.7
2018.0,7.0,Gopalganj,Dhaka,521.16,258.2
2018.0,7.0,Jamalpur,Dhaka,203.95,101.0
2018.0,7.0,Kishoreganj,Dhaka,1225.27,607.0
2018.0,7.0,Madaripur,Dhaka,111.57,55.3
2018.0,7.0,Manikganj,Dhaka,251.27,124.5
2018.0,7.0,Munshiganj,Dhaka,128.7,63.8
2018.0,7.0,Mymensingh,Dhaka,1293.9,641.0
2018.0,7.0,Narayanganj,Dhaka,74.9,37.1
2018.0,7.0,Narsingdi,Dhaka,177.26,87.8
2018.0,7.0,Netrakona,Dhaka,822.05,407.3
2018.0,7.0,Rajbari,Dhaka,153.21,75.9
2018.0,7.0,Shariatpur,Dhaka,225.25,111.6
2018.0,7.0,Sherpur,Dhaka,255.43,126.5
2018.0,7.0,Tangail,Dhaka,326.48,161.7
2018.0,7.0,Bagerhat,Khulna,1419.96,703.5
2018.0,7.0,Chuadanga,Khulna,740.8,367.0
2018.0,7.0,Jessore,Khulna,341.67,169.3
2018.0,7.0,Jhenaidah,Khulna,422.05,209.1
2018.0,7.0,Khulna,Khulna,1402.37,694.8
2018.0,7.0,Kushtia,Khulna,129.43,64.1
2018.0,7.0,Magura,Khulna,222.94,110.5
2018.0,7.0,Meherpur,Khulna,461.23,228.5
2018.0,7.0,Narail,Khulna,130.12,64.5
2018.0,7.0,Satkhira,Khulna,1402.12,694.7
2018.0,7.0,Habiganj,Sylhet,732.16,362.7
2018.0,7.0,Maulvibazar,Sylhet,573.37,284.1
2018.0,7.0,Sunamganj,Sylhet,2087.49,1034.2
2018.0,7.0,Sylhet,Sylhet,1047.91,519.2
2018.0,7.0,Bogra,Rajshahi,384.79,190.6
2018.0,7.0,Joypurhat,Rajshahi,166.5,82.5
2018.0,7.0,Naogaon,Rajshahi,598.1,296.3
2018.0,7.0,Natore,Rajshahi,208.36,103.2
2018.0,7.0,Nawabganj,Rajshahi,162.1,80.3
2018.0,7.0,Pabna,Rajshahi,344.32,170.6
2018.0,7.0,Rajshahi,Rajshahi,321.22,159.1
2018.0,7.0,Sirajganj,Rajshahi,620.27,307.3
2018.0,7.0,Dinajpur,Rangpur,608.13,301.3
2018.0,7.0,Gaibandha,Rangpur,333.55,165.3
2018.0,7.0,Kurigram,Rangpur,494.48,245.0
2018.0,7.0,Lalmonirhat,Rangpur,337.79,167.4
2018.0,7.0,Nilphamari,Rangpur,771.96,382.5
2018.0,7.0,Panchagarh,Rangpur,662.81,328.4
2018.0,7.0,Rangpur,Rangpur,1300.66,644.4
2018.0,7.0,Thakurgaon,Rangpur,464.13,229.9
2018.0,7.0,Barguna,Barisal,236.88,117.4
2018.0,8.0,Barisal,Barisal,559.14,277.0
2018.0,8.0,Bhola,Barisal,758.16,375.6
2018.0,8.0,Jhalokati,Barisal,194.96,96.6
2018.0,8.0,Patuakhali,Barisal,652.54,323.3
2018.0,8.0,Pirojpur,Barisal,356.3,176.5
2018.0,8.0,Bandarban,Chittagong,2771.21,1373.0
2018.0,8.0,Brahamanbaria,Chittagong,537.4,266.2
2018.0,8.0,Chandpur,Chittagong,327.05,162.0
2018.0,8.0,Chittagong,Chittagong,2145.39,1062.9
2018.0,8.0,Comilla,Chittagong,571.85,283.3
2018.0,8.0,Cox's Bazar,Chittagong,477.36,236.5
2018.0,8.0,Feni,Chittagong,342.85,169.9
2018.0,8.0,Khagrachhari,Chittagong,1650.01,817.5
2018.0,8.0,Lakshmipur,Chittagong,353.56,175.2
2018.0,8.0,Noakhali,Chittagong,328.36,162.7
2018.0,8.0,Rangamati,Chittagong,546.9,271.0
2018.0,8.0,Dhaka,Dhaka,130.66,64.7
2018.0,8.0,Faridpur,Dhaka,219.29,108.6
2018.0,8.0,Gazipur,Dhaka,239.51,118.7
2018.0,8.0,Gopalganj,Dhaka,377.54,187.0
2018.0,8.0,Jamalpur,Dhaka,214.74,106.4
2018.0,8.0,Kishoreganj,Dhaka,1201.01,595.0
2018.0,8.0,Madaripur,Dhaka,103.65,51.4
2018.0,8.0,Manikganj,Dhaka,262.66,130.1
2018.0,8.0,Munshiganj,Dhaka,111.65,55.3
2018.0,8.0,Mymensingh,Dhaka,1665.34,825.1
2018.0,8.0,Narayanganj,Dhaka,71.71,35.5
2018.0,8.0,Narsingdi,Dhaka,163.68,81.1
2018.0,8.0,Netrakona,Dhaka,666.19,330.1
2018.0,8.0,Rajbari,Dhaka,190.14,94.2
2018.0,8.0,Shariatpur,Dhaka,200.92,99.5
2018.0,8.0,Sherpur,Dhaka,343.8,170.3
2018.0,8.0,Tangail,Dhaka,314.83,156.0
2018.0,8.0,Bagerhat,Khulna,1451.94,719.3
2018.0,8.0,Chuadanga,Khulna,730.09,361.7
2018.0,8.0,Jessore,Khulna,402.97,199.6
2018.0,8.0,Jhenaidah,Khulna,840.06,416.2
2018.0,8.0,Khulna,Khulna,1654.46,819.7
2018.0,8.0,Kushtia,Khulna,168.79,83.6
2018.0,8.0,Magura,Khulna,98.64,48.9
2018.0,8.0,Meherpur,Khulna,472.11,233.9
2018.0,8.0,Narail,Khulna,92.85,46.0
2018.0,8.0,Satkhira,Khulna,1551.37,768.6
2018.0,8.0,Habiganj,Sylhet,524.2,259.7
2018.0,8.0,Maulvibazar,Sylhet,383.69,190.1
2018.0,8.0,Sunamganj,Sylhet,1935.71,959.0
2018.0,8.0,Sylhet,Sylhet,728.68,361.0
2018.0,8.0,Bogra,Rajshahi,641.92,318.0
2018.0,8.0,Joypurhat,Rajshahi,784.97,388.9
2018.0,8.0,Naogaon,Rajshahi,476.07,235.9
2018.0,8.0,Natore,Rajshahi,299.49,148.4
2018.0,8.0,Nawabganj,Rajshahi,175.46,86.9
2018.0,8.0,Pabna,Rajshahi,432.86,214.5
2018.0,8.0,Rajshahi,Rajshahi,222.73,110.3
2018.0,8.0,Sirajganj,Rajshahi,650.41,322.2
2018.0,8.0,Dinajpur,Rangpur,2230.5,1105.1
2018.0,8.0,Gaibandha,Rangpur,351.11,174.0
2018.0,8.0,Kurigram,Rangpur,520.27,257.8
2018.0,8.0,Lalmonirhat,Rangpur,485.76,240.7
2018.0,8.0,Nilphamari,Rangpur,1011.45,501.1
2018.0,8.0,Panchagarh,Rangpur,922.89,457.2
2018.0,8.0,Rangpur,Rangpur,1544.78,765.3
2018.0,8.0,Thakurgaon,Rangpur,1379.82,683.6
2018.0,8.0,Barguna,Barisal,299.93,148.6
2018.0,9.0,Barisal,Barisal,610.45,302.4
