year,month,district,division,water_area_km2,water_area_calibrated_km2
2019.0,11.0,Bagerhat,Khulna,1002.19,496.5
2019.0,11.0,Chuadanga,Khulna,462.91,229.3
2019.0,11.0,Jessore,Khulna,187.15,92.7
2019.0,11.0,Jhenaidah,Khulna,863.48,427.8
2019.0,11.0,Khulna,Khulna,1040.09,515.3
2019.0,11.0,Kushtia,Khulna,132.02,65.4
2019.0,11.0,Magura,Khulna,22.49,11.1
2019.0,11.0,Meherpur,Khulna,289.2,143.3
2019.0,11.0,Narail,Khulna,74.95,37.1
2019.0,11.0,Satkhira,Khulna,1257.24,622.9
2019.0,11.0,Habiganj,Sylhet,464.16,230.0
2019.0,11.0,Maulvibazar,Sylhet,201.66,99.9
2019.0,11.0,Sunamganj,Sylhet,1390.95,689.1
2019.0,11.0,Sylhet,Sylhet,420.05,208.1
2019.0,11.0,Bogra,Rajshahi,241.32,119.6
2019.0,11.0,Joypurhat,Rajshahi,788.91,390.9
2019.0,11.0,Naogaon,Rajshahi,1195.73,592.4
2019.0,11.0,Natore,Rajshahi,158.97,78.8
2019.0,11.0,Nawabganj,Rajshahi,127.82,63.3
2019.0,11.0,Pabna,Rajshahi,163.26,80.9
2019.0,11.0,Rajshahi,Rajshahi,191.95,95.1
2019.0,11.0,Sirajganj,Rajshahi,383.44,190.0
2019.0,11.0,Dinajpur,Rangpur,2711.39,1343.3
2019.0,11.0,Gaibandha,Rangpur,255.39,126.5
2019.0,11.0,Kurigram,Rangpur,378.24,187.4
2019.0,11.0,Lalmonirhat,Rangpur,713.87,353.7
2019.0,11.0,Nilphamari,Rangpur,1056.63,523.5
2019.0,11.0,Panchagarh,Rangpur,994.46,492.7
2019.0,11.0,Rangpur,Rangpur,1741.11,862.6
2019.0,11.0,Thakurgaon,Rangpur,1601.36,793.4
2019.0,11.0,Barguna,Barisal,160.0,79.3
2019.0,12.0,Barisal,Barisal,458.4,227.1
2019.0,12.0,Bhola,Barisal,660.79,327.4
2019.0,12.0,Jhalokati,Barisal,36.31,18.0
2019.0,12.0,Patuakhali,Barisal,217.42,107.7
2019.0,12.0,Pirojpur,Barisal,102.98,51.0
2019.0,12.0,Bandarban,Chittagong,2891.61,1432.6
2019.0,12.0,Brahamanbaria,Chittagong,502.2,248.8
2019.0,12.0,Chandpur,Chittagong,256.48,127.1
2019.0,12.0,Chittagong,Chittagong,1505.01,745.6
2019.0,12.0,Comilla,Chittagong,1464.0,725.3
2019.0,12.0,Cox's Bazar,Chittagong,892.42,442.1
2019.0,12.0,Feni,Chittagong,365.73,181.2
2019.0,12.0,Khagrachhari,Chittagong,1853.54,918.3
2019.0,12.0,Lakshmipur,Chittagong,291.56,144.4
2019.0,12.0,Noakhali,Chittagong,157.82,78.2
2019.0,12.0,Rangamati,Chittagong,467.35,231.5
2019.0,12.0,Dhaka,Dhaka,792.88,392.8
2019.0,12.0,Faridpur,Dhaka,110.25,54.6
2019.0,12.0,Gazipur,Dhaka,847.63,419.9
2019.0,12.0,Gopalganj,Dhaka,203.37,100.8
2019.0,12.0,Jamalpur,Dhaka,304.12,150.7
2019.0,12.0,Kishoreganj,Dhaka,177.87,88.1
2019.0,12.0,Madaripur,Dhaka,102.34,50.7
2019.0,12.0,Manikganj,Dhaka,181.04,89.7
2019.0,12.0,Munshiganj,Dhaka,83.83,41.5
2019.0,12.0,Mymensingh,Dhaka,2132.24,1056.4
2019.0,12.0,Narayanganj,Dhaka,296.48,146.9
2019.0,12.0,Narsingdi,Dhaka,60.42,29.9
2019.0,12.0,Netrakona,Dhaka,453.86,224.9
2019.0,12.0,Rajbari,Dhaka,120.77,59.8
2019.0,12.0,Shariatpur,Dhaka,157.38,78.0
2019.0,12.0,Sherpur,Dhaka,942.52,467.0
2019.0,12.0,Tangail,Dhaka,1716.61,850.5
2019.0,12.0,Bagerhat,Khulna,951.07,471.2
2019.0,12.0,Chuadanga,Khulna,504.29,249.8
2019.0,12.0,Jessore,Khulna,212.59,105.3
2019.0,12.0,Jhenaidah,Khulna,875.91,434.0
2019.0,12.0,Khulna,Khulna,956.25,473.8
2019.0,12.0,Kushtia,Khulna,129.47,64.1
2019.0,12.0,Magura,Khulna,237.07,117.5
2019.0,12.0,Meherpur,Khulna,376.85,186.7
2019.0,12.0,Narail,Khulna,115.43,57.2
2019.0,12.0,Satkhira,Khulna,1221.49,605.2
2019.0,12.0,Habiganj,Sylhet,595.73,295.1
2019.0,12.0,Maulvibazar,Sylhet,215.77,106.9
2019.0,12.0,Sunamganj,Sylhet,827.09,409.8
2019.0,12.0,Sylhet,Sylhet,606.0,300.2
2019.0,12.0,Bogra,Rajshahi,287.94,142.7
2019.0,12.0,Joypurhat,Rajshahi,560.4,277.6
2019.0,12.0,Naogaon,Rajshahi,1777.57,880.7
2019.0,12.0,Natore,Rajshahi,294.35,145.8
2019.0,12.0,Nawabganj,Rajshahi,213.48,105.8
2019.0,12.0,Pabna,Rajshahi,182.26,90.3
2019.0,12.0,Rajshahi,Rajshahi,323.22,160.1
2019.0,12.0,Sirajganj,Rajshahi,326.88,161.9
2019.0,12.0,Dinajpur,Rangpur,2587.33,1281.9
2019.0,12.0,Gaibandha,Rangpur,262.02,129.8
2019.0,12.0,Kurigram,Rangpur,387.32,191.9
2019.0,12.0,Lalmonirhat,Rangpur,636.16,315.2
2019.0,12.0,Nilphamari,Rangpur,1080.88,535.5
2019.0,12.0,Panchagarh,Rangpur,969.21,480.2
2019.0,12.0,Rangpur,Rangpur,1501.63,744.0
2019.0,12.0,Thakurgaon,Rangpur,1328.48,658.2
2019.0,12.0,Barguna,Barisal,156.15,77.4
2020.0,1.0,Barisal,Barisal,408.85,202.6
2020.0,1.0,Bhola,Barisal,672.24,333.1
2020.0,1.0,Jhalokati,Barisal,35.02,17.4
2020.0,1.0,Patuakhali,Barisal,213.8,105.9
2020.0,1.0,Pirojpur,Barisal,94.85,47.0
2020.0,1.0,Bandarban,Chittagong,2414.66,1196.3
2020.0,1.0,Brahamanbaria,Chittagong,902.48,447.1
2020.0,1.0,Chandpur,Chittagong,244.23,121.0
2020.0,1.0,Chittagong,Chittagong,1709.96,847.2
2020.0,1.0,Comilla,Chittagong,1410.51,698.8
2020.0,1.0,Cox's Bazar,Chittagong,795.32,394.0
2020.0,1.0,Feni,Chittagong,356.49,176.6
2020.0,1.0,Khagrachhari,Chittagong,1551.42,768.6
2020.0,1.0,Lakshmipur,Chittagong,295.57,146.4
2020.0,1.0,Noakhali,Chittagong,147.72,73.2
2020.0,1.0,Rangamati,Chittagong,456.25,226.0
2020.0,1.0,Dhaka,Dhaka,689.5,341.6
2020.0,1.0,Faridpur,Dhaka,472.66,234.2
2020.0,1.0,Gazipur,Dhaka,760.79,376.9
2020.0,1.0,Gopalganj,Dhaka,572.73,283.7
2020.0,1.0,Jamalpur,Dhaka,161.92,80.2
2020.0,1.0,Kishoreganj,Dhaka,1191.83,590.5
2020.0,1.0,Madaripur,Dhaka,92.91,46.0
2020.0,1.0,Manikganj,Dhaka,175.71,87.1
2020.0,1.0,Munshiganj,Dhaka,78.33,38.8
2020.0,1.0,Mymensingh,Dhaka,2086.35,1033.6
2020.0,1.0,Narayanganj,Dhaka,279.07,138.3
2020.0,1.0,Narsingdi,Dhaka,60.42,29.9
2020.0,1.0,Netrakona,Dhaka,1407.98,697.6
2020.0,1.0,Rajbari,Dhaka,112.03,55.5
2020.0,1.0,Shariatpur,Dhaka,136.03,67.4
2020.0,1.0,Sherpur,Dhaka,849.39,420.8
2020.0,1.0,Tangail,Dhaka,1267.25,627.8
2020.0,1.0,Bagerhat,Khulna,814.0,403.3
2020.0,1.0,Chuadanga,Khulna,411.51,203.9
2020.0,1.0,Jessore,Khulna,453.12,224.5
2020.0,1.0,Jhenaidah,Khulna,663.14,328.5
2020.0,1.0,Khulna,Khulna,901.84,446.8
2020.0,1.0,Kushtia,Khulna,120.13,59.5
2020.0,1.0,Magura,Khulna,411.4,203.8
2020.0,1.0,Meherpur,Khulna,361.98,179.3
2020.0,1.0,Narail,Khulna,114.74,56.8
2020.0,1.0,Satkhira,Khulna,1006.08,498.4
2020.0,1.0,Habiganj,Sylhet,1536.54,761.3
2020.0,1.0,Maulvibazar,Sylhet,796.03,394.4
2020.0,1.0,Sunamganj,Sylhet,686.13,339.9
2020.0,1.0,Sylhet,Sylhet,1719.51,851.9
2020.0,1.0,Bogra,Rajshahi,168.82,83.6
2020.0,1.0,Joypurhat,Rajshahi,261.51,129.6
2020.0,1.0,Naogaon,Rajshahi,1806.43,895.0
2020.0,1.0,Natore,Rajshahi,745.47,369.3
2020.0,1.0,Nawabganj,Rajshahi,553.0,274.0
2020.0,1.0,Pabna,Rajshahi,498.76,247.1
2020.0,1.0,Rajshahi,Rajshahi,470.68,233.2
2020.0,1.0,Sirajganj,Rajshahi,330.49,163.7
2020.0,1.0,Dinajpur,Rangpur,930.64,461.1
2020.0,1.0,Gaibandha,Rangpur,146.04,72.4
2020.0,1.0,Kurigram,Rangpur,428.7,212.4
2020.0,1.0,Lalmonirhat,Rangpur,72.04,35.7
2020.0,1.0,Nilphamari,Rangpur,47.01,23.3
2020.0,1.0,Panchagarh,Rangpur,971.89,481.5
2020.0,1.0,Rangpur,Rangpur,77.85,38.6
2020.0,1.0,Thakurgaon,Rangpur,1246.88,617.7
2020.0,1.0,Barguna,Barisal,158.2,78.4
2020.0,2.0,Barisal,Barisal,428.23,212.2
2020.0,2.0,Bhola,Barisal,649.01,321.5
2020.0,2.0,Jhalokati,Barisal,34.36,17.0
2020.0,2.0,Patuakhali,Barisal,207.57,102.8
2020.0,2.0,Pirojpur,Barisal,92.1,45.6
2020.0,2.0,Bandarban,Chittagong,3265.23,1617.7
2020.0,2.0,Brahamanbaria,Chittagong,1107.2,548.5
2020.0,2.0,Chandpur,Chittagong,248.28,123.0
2020.0,2.0,Chittagong,Chittagong,1777.25,880.5
2020.0,2.0,Comilla,Chittagong,1806.26,894.9
2020.0,2.0,Cox's Bazar,Chittagong,866.72,429.4
2020.0,2.0,Feni,Chittagong,422.98,209.6
2020.0,2.0,Khagrachhari,Chittagong,1776.2,880.0
2020.0,2.0,Lakshmipur,Chittagong,290.29,143.8
2020.0,2.0,Noakhali,Chittagong,136.98,67.9
2020.0,2.0,Rangamati,Chittagong,373.92,185.3
2020.0,2.0,Dhaka,Dhaka,780.03,386.5
2020.0,2.0,Faridpur,Dhaka,1105.88,547.9
2020.0,2.0,Gazipur,Dhaka,1006.57,498.7
2020.0,2.0,Gopalganj,Dhaka,801.45,397.1
2020.0,2.0,Jamalpur,Dhaka,874.21,433.1
2020.0,2.0,Kishoreganj,Dhaka,1439.11,713.0
2020.0,2.0,Madaripur,Dhaka,82.82,41.0
2020.0,2.0,Manikganj,Dhaka,172.66,85.5
2020.0,2.0,Munshiganj,Dhaka,81.27,40.3
2020.0,2.0,Mymensingh,Dhaka,2839.65,1406.9
2020.0,2.0,Narayanganj,Dhaka,417.82,207.0
2020.0,2.0,Narsingdi,Dhaka,72.55,35.9
2020.0,2.0,Netrakona,Dhaka,1771.82,877.8
2020.0,2.0,Rajbari,Dhaka,112.99,56.0
2020.0,2.0,Shariatpur,Dhaka,137.71,68.2
2020.0,2.0,Sherpur,Dhaka,915.73,453.7
2020.0,2.0,Tangail,Dhaka,1683.91,834.3
2020.0,2.0,Bagerhat,Khulna,680.8,337.3
2020.0,2.0,Chuadanga,Khulna,706.09,349.8
2020.0,2.0,Jessore,Khulna,949.86,470.6
2020.0,2.0,Jhenaidah,Khulna,1118.5,554.1
2020.0,2.0,Khulna,Khulna,660.9,327.4
2020.0,2.0,Kushtia,Khulna,216.68,107.4
2020.0,2.0,Magura,Khulna,746.28,369.7
2020.0,2.0,Meherpur,Khulna,416.65,206.4
2020.0,2.0,Narail,Khulna,66.96,33.2
2020.0,2.0,Satkhira,Khulna,946.75,469.1
2020.0,2.0,Habiganj,Sylhet,1213.75,601.3
2020.0,2.0,Maulvibazar,Sylhet,1181.91,585.6
2020.0,2.0,Sunamganj,Sylhet,1093.0,541.5
2020.0,2.0,Sylhet,Sylhet,1672.88,828.8
2020.0,2.0,Bogra,Rajshahi,1532.9,759.5
2020.0,2.0,Joypurhat,Rajshahi,562.8,278.8
2020.0,2.0,Naogaon,Rajshahi,2738.14,1356.6
2020.0,2.0,Natore,Rajshahi,1396.25,691.7
2020.0,2.0,Nawabganj,Rajshahi,846.1,419.2
2020.0,2.0,Pabna,Rajshahi,1217.26,603.1
2020.0,2.0,Rajshahi,Rajshahi,1162.72,576.1
2020.0,2.0,Sirajganj,Rajshahi,304.5,150.9
2020.0,2.0,Dinajpur,Rangpur,1531.42,758.7
2020.0,2.0,Gaibandha,Rangpur,374.39,185.5
2020.0,2.0,Kurigram,Rangpur,433.44,214.7
2020.0,2.0,Lalmonirhat,Rangpur,445.02,220.5
2020.0,2.0,Nilphamari,Rangpur,663.47,328.7
2020.0,2.0,Panchagarh,Rangpur,1025.11,507.9
2020.0,2.0,Rangpur,Rangpur,959.72,475.5
2020.0,2.0,Thakurgaon,Rangpur,1208.14,598.6
2020.0,2.0,Barguna,Barisal,150.51,74.6
2020.0,3.0,Barisal,Barisal,404.23,200.3
2020.0,3.0,Bhola,Barisal,673.08,333.5
2020.0,3.0,Jhalokati,Barisal,33.39,16.5
2020.0,3.0,Patuakhali,Barisal,221.11,109.5
2020.0,3.0,Pirojpur,Barisal,90.96,45.1
2020.0,3.0,Bandarban,Chittagong,3377.77,1673.5
2020.0,3.0,Brahamanbaria,Chittagong,1193.43,591.3
2020.0,3.0,Chandpur,Chittagong,249.27,123.5
2020.0,3.0,Chittagong,Chittagong,2377.43,1177.9
2020.0,3.0,Comilla,Chittagong,1988.44,985.1
2020.0,3.0,Cox's Bazar,Chittagong,794.28,393.5
2020.0,3.0,Feni,Chittagong,512.86,254.1
2020.0,3.0,Khagrachhari,Chittagong,1934.23,958.3
2020.0,3.0,Lakshmipur,Chittagong,297.24,147.3
2020.0,3.0,Noakhali,Chittagong,144.3,71.5
2020.0,3.0,Rangamati,Chittagong,351.55,174.2
2020.0,3.0,Dhaka,Dhaka,824.08,408.3
2020.0,3.0,Faridpur,Dhaka,870.58,431.3
2020.0,3.0,Gazipur,Dhaka,1020.17,505.4
2020.0,3.0,Gopalganj,Dhaka,943.34,467.4
2020.0,3.0,Jamalpur,Dhaka,254.42,126.0
2020.0,3.0,Kishoreganj,Dhaka,1495.96,741.1
2020.0,3.0,Madaripur,Dhaka,78.37,38.8
2020.0,3.0,Manikganj,Dhaka,182.13,90.2
2020.0,3.0,Munshiganj,Dhaka,74.35,36.8
2020.0,3.0,Mymensingh,Dhaka,2530.34,1253.6
2020.0,3.0,Narayanganj,Dhaka,453.93,224.9
2020.0,3.0,Narsingdi,Dhaka,176.1,87.2
2020.0,3.0,Netrakona,Dhaka,1654.78,819.8
2020.0,3.0,Rajbari,Dhaka,115.17,57.1
2020.0,3.0,Shariatpur,Dhaka,138.01,68.4
2020.0,3.0,Sherpur,Dhaka,955.2,473.2
2020.0,3.0,Tangail,Dhaka,1727.58,855.9
2020.0,3.0,Bagerhat,Khulna,591.54,293.1
2020.0,3.0,Chuadanga,Khulna,543.45,269.2
2020.0,3.0,Jessore,Khulna,199.92,99.0
2020.0,3.0,Jhenaidah,Khulna,1100.36,545.2
2020.0,3.0,Khulna,Khulna,560.33,277.6
2020.0,3.0,Kushtia,Khulna,145.48,72.1
2020.0,3.0,Magura,Khulna,556.35,275.6
2020.0,3.0,Meherpur,Khulna,430.76,213.4
2020.0,3.0,Narail,Khulna,37.49,18.6
2020.0,3.0,Satkhira,Khulna,906.12,448.9
2020.0,3.0,Habiganj,Sylhet,1976.15,979.1
2020.0,3.0,Maulvibazar,Sylhet,1324.07,656.0
2020.0,3.0,Sunamganj,Sylhet,2088.29,1034.6
2020.0,3.0,Sylhet,Sylhet,2320.79,1149.8
2020.0,3.0,Bogra,Rajshahi,1294.28,641.2
2020.0,3.0,Joypurhat,Rajshahi,855.24,423.7
2020.0,3.0,Naogaon,Rajshahi,2875.74,1424.7
2020.0,3.0,Natore,Rajshahi,1330.32,659.1
2020.0,3.0,Nawabganj,Rajshahi,522.26,258.7
2020.0,3.0,Pabna,Rajshahi,1197.33,593.2
2020.0,3.0,Rajshahi,Rajshahi,272.11,134.8
2020.0,3.0,Sirajganj,Rajshahi,324.13,160.6
2020.0,3.0,Dinajpur,Rangpur,2444.99,1211.3
2020.0,3.0,Gaibandha,Rangpur,304.09,150.7
2020.0,3.0,Kurigram,Rangpur,582.72,288.7
2020.0,3.0,Lalmonirhat,Rangpur,239.87,118.8
2020.0,3.0,Nilphamari,Rangpur,946.27,468.8
2020.0,3.0,Panchagarh,Rangpur,690.93,342.3
2020.0,3.0,Rangpur,Rangpur,1941.65,962.0
2020.0,3.0,Thakurgaon,Rangpur,971.7,481.4
2020.0,3.0,Barguna,Barisal,159.12,78.8
2020.0,4.0,Barisal,Barisal,452.56,224.2
2020.0,4.0,Bhola,Barisal,672.03,332.9
2020.0,4.0,Jhalokati,Barisal,36.73,18.2
2020.0,4.0,Patuakhali,Barisal,229.54,113.7
2020.0,4.0,Pirojpur,Barisal,94.86,47.0
2020.0,4.0,Bandarban,Chittagong,2819.76,1397.0
2020.0,4.0,Brahamanbaria,Chittagong,1166.26,577.8
2020.0,4.0,Chandpur,Chittagong,260.03,128.8
2020.0,4.0,Chittagong,Chittagong,1927.51,955.0
2020.0,4.0,Comilla,Chittagong,1743.98,864.0
2020.0,4.0,Cox's Bazar,Chittagong,794.06,393.4
2020.0,4.0,Feni,Chittagong,487.96,241.8
2020.0,4.0,Khagrachhari,Chittagong,1856.82,919.9
2020.0,4.0,Lakshmipur,Chittagong,297.85,147.6
2020.0,4.0,Noakhali,Chittagong,140.74,69.7
2020.0,4.0,Rangamati,Chittagong,322.08,159.6
2020.0,4.0,Dhaka,Dhaka,919.28,455.4
2020.0,4.0,Faridpur,Dhaka,707.38,350.5
2020.0,4.0,Gazipur,Dhaka,1124.61,557.2
2020.0,4.0,Gopalganj,Dhaka,1081.41,535.8
2020.0,4.0,Jamalpur,Dhaka,1318.27,653.1
2020.0,4.0,Kishoreganj,Dhaka,1306.53,647.3
2020.0,4.0,Madaripur,Dhaka,79.63,39.5
2020.0,4.0,Manikganj,Dhaka,173.62,86.0
2020.0,4.0,Munshiganj,Dhaka,79.58,39.4
2020.0,4.0,Mymensingh,Dhaka,2638.43,1307.2
2020.0,4.0,Narayanganj,Dhaka,445.96,220.9
2020.0,4.0,Narsingdi,Dhaka,487.28,241.4
2020.0,4.0,Netrakona,Dhaka,1857.34,920.2
2020.0,4.0,Rajbari,Dhaka,127.73,63.3
2020.0,4.0,Shariatpur,Dhaka,145.63,72.2
2020.0,4.0,Sherpur,Dhaka,1089.1,539.6
2020.0,4.0,Tangail,Dhaka,1828.55,905.9
2020.0,4.0,Bagerhat,Khulna,1175.5,582.4
2020.0,4.0,Chuadanga,Khulna,603.71,299.1
2020.0,4.0,Jessore,Khulna,914.67,453.2
2020.0,4.0,Jhenaidah,Khulna,1248.75,618.7
2020.0,4.0,Khulna,Khulna,656.44,325.2
2020.0,4.0,Kushtia,Khulna,157.37,78.0
2020.0,4.0,Magura,Khulna,737.0,365.1
2020.0,4.0,Meherpur,Khulna,466.64,231.2
2020.0,4.0,Narail,Khulna,41.43,20.5
2020.0,4.0,Satkhira,Khulna,1065.27,527.8
2020.0,4.0,Habiganj,Sylhet,1812.74,898.1
2020.0,4.0,Maulvibazar,Sylhet,1137.76,563.7
2020.0,4.0,Sunamganj,Sylhet,1275.2,631.8
2020.0,4.0,Sylhet,Sylhet,1842.5,912.8
2020.0,4.0,Bogra,Rajshahi,1697.63,841.1
2020.0,4.0,Joypurhat,Rajshahi,838.8,415.6
2020.0,4.0,Naogaon,Rajshahi,3042.32,1507.3
2020.0,4.0,Natore,Rajshahi,1388.14,687.7
2020.0,4.0,Nawabganj,Rajshahi,847.45,419.9
2020.0,4.0,Pabna,Rajshahi,1481.79,734.1
2020.0,4.0,Rajshahi,Rajshahi,1094.65,542.3
2020.0,4.0,Sirajganj,Rajshahi,282.01,139.7
2020.0,4.0,Dinajpur,Rangpur,2793.18,1383.8
2020.0,4.0,Gaibandha,Rangpur,226.17,112.1
2020.0,4.0,Kurigram,Rangpur,369.6,183.1
2020.0,4.0,Lalmonirhat,Rangpur,529.84,262.5
2020.0,4.0,Nilphamari,Rangpur,1091.51,540.8
2020.0,4.0,Panchagarh,Rangpur,716.33,354.9
2020.0,4.0,Rangpur,Rangpur,1911.38,947.0
2020.0,4.0,Thakurgaon,Rangpur,1065.03,527.7
2020.0,4.0,Barguna,Barisal,156.45,77.5
2020.0,5.0,Barisal,Barisal,431.26,213.7
2020.0,5.0,Bhola,Barisal,685.84,339.8
2020.0,5.0,Jhalokati,Barisal,38.68,19.2
2020.0,5.0,Patuakhali,Barisal,254.71,126.2
2020.0,5.0,Pirojpur,Barisal,101.13,50.1
2020.0,5.0,Bandarban,Chittagong,2554.86,1265.8
2020.0,5.0,Brahamanbaria,Chittagong,149.04,73.8
2020.0,5.0,Chandpur,Chittagong,268.21,132.9
2020.0,5.0,Chittagong,Chittagong,1354.65,671.1
2020.0,5.0,Comilla,Chittagong,1454.71,720.7
2020.0,5.0,Cox's Bazar,Chittagong,481.45,238.5
2020.0,5.0,Feni,Chittagong,476.88,236.3
2020.0,5.0,Khagrachhari,Chittagong,1308.01,648.0
2020.0,5.0,Lakshmipur,Chittagong,298.28,147.8
2020.0,5.0,Noakhali,Chittagong,151.81,75.2
2020.0,5.0,Rangamati,Chittagong,326.75,161.9
2020.0,5.0,Dhaka,Dhaka,821.89,407.2
2020.0,5.0,Faridpur,Dhaka,111.52,55.3
2020.0,5.0,Gazipur,Dhaka,852.68,422.4
2020.0,5.0,Gopalganj,Dhaka,718.35,355.9
2020.0,5.0,Jamalpur,Dhaka,143.86,71.3
2020.0,5.0,Kishoreganj,Dhaka,277.3,137.4
2020.0,5.0,Madaripur,Dhaka,79.88,39.6
2020.0,5.0,Manikganj,Dhaka,177.92,88.1
2020.0,5.0,Munshiganj,Dhaka,82.06,40.7
2020.0,5.0,Mymensingh,Dhaka,2327.51,1153.1
2020.0,5.0,Narayanganj,Dhaka,66.47,32.9
2020.0,5.0,Narsingdi,Dhaka,68.08,33.7
2020.0,5.0,Netrakona,Dhaka,545.0,270.0
2020.0,5.0,Rajbari,Dhaka,130.6,64.7
2020.0,5.0,Shariatpur,Dhaka,149.34,74.0
2020.0,5.0,Sherpur,Dhaka,936.22,463.8
2020.0,5.0,Tangail,Dhaka,1046.38,518.4
2020.0,5.0,Bagerhat,Khulna,1128.11,558.9
2020.0,5.0,Chuadanga,Khulna,634.48,314.3
2020.0,5.0,Jessore,Khulna,424.3,210.2
2020.0,5.0,Jhenaidah,Khulna,897.43,444.6
2020.0,5.0,Khulna,Khulna,691.85,342.8
2020.0,5.0,Kushtia,Khulna,126.12,62.5
2020.0,5.0,Magura,Khulna,256.25,127.0
2020.0,5.0,Meherpur,Khulna,405.11,200.7
2020.0,5.0,Narail,Khulna,41.25,20.4
2020.0,5.0,Satkhira,Khulna,996.62,493.8
2020.0,5.0,Habiganj,Sylhet,502.91,249.2
2020.0,5.0,Maulvibazar,Sylhet,219.49,108.7
2020.0,5.0,Sunamganj,Sylhet,526.37,260.8
2020.0,5.0,Sylhet,Sylhet,534.83,265.0
2020.0,5.0,Bogra,Rajshahi,169.24,83.8
2020.0,5.0,Joypurhat,Rajshahi,785.61,389.2
2020.0,5.0,Naogaon,Rajshahi,1574.35,780.0
2020.0,5.0,Natore,Rajshahi,800.18,396.4
2020.0,5.0,Nawabganj,Rajshahi,161.22,79.9
2020.0,5.0,Pabna,Rajshahi,200.96,99.6
2020.0,5.0,Rajshahi,Rajshahi,243.54,120.7
2020.0,5.0,Sirajganj,Rajshahi,308.39,152.8
2020.0,5.0,Dinajpur,Rangpur,1692.16,838.4
2020.0,5.0,Gaibandha,Rangpur,250.68,124.2
2020.0,5.0,Kurigram,Rangpur,402.97,199.6
2020.0,5.0,Lalmonirhat,Rangpur,126.77,62.8
2020.0,5.0,Nilphamari,Rangpur,997.63,494.3
2020.0,5.0,Panchagarh,Rangpur,652.29,323.2
2020.0,5.0,Rangpur,Rangpur,1455.37,721.0
2020.0,5.0,Thakurgaon,Rangpur,789.47,391.1
2020.0,5.0,Barguna,Barisal,163.06,80.8
2020.0,6.0,Barisal,Barisal,602.65,298.6
2020.0,6.0,Bhola,Barisal,762.3,377.7
2020.0,6.0,Jhalokati,Barisal,128.14,63.5
2020.0,6.0,Patuakhali,Barisal,431.82,213.9
2020.0,6.0,Pirojpur,Barisal,272.04,134.8
2020.0,6.0,Bandarban,Chittagong,2693.66,1334.5
2020.0,6.0,Brahamanbaria,Chittagong,457.1,226.5
2020.0,6.0,Chandpur,Chittagong,310.34,153.8
2020.0,6.0,Chittagong,Chittagong,1915.23,948.9
2020.0,6.0,Comilla,Chittagong,1055.34,522.9
2020.0,6.0,Cox's Bazar,Chittagong,389.81,193.1
2020.0,6.0,Feni,Chittagong,426.53,211.3
2020.0,6.0,Khagrachhari,Chittagong,1644.47,814.7
2020.0,6.0,Lakshmipur,Chittagong,317.17,157.1
2020.0,6.0,Noakhali,Chittagong,320.7,158.9
2020.0,6.0,Rangamati,Chittagong,649.61,321.8
2020.0,6.0,Dhaka,Dhaka,450.51,223.2
2020.0,6.0,Faridpur,Dhaka,136.35,67.6
2020.0,6.0,Gazipur,Dhaka,303.11,150.2
2020.0,6.0,Gopalganj,Dhaka,459.95,227.9
2020.0,6.0,Jamalpur,Dhaka,185.26,91.8
2020.0,6.0,Kishoreganj,Dhaka,1178.53,583.9
2020.0,6.0,Madaripur,Dhaka,128.54,63.7
2020.0,6.0,Manikganj,Dhaka,205.72,101.9
2020.0,6.0,Munshiganj,Dhaka,110.44,54.7
2020.0,6.0,Mymensingh,Dhaka,1112.9,551.4
2020.0,6.0,Narayanganj,Dhaka,65.75,32.6
2020.0,6.0,Narsingdi,Dhaka,128.84,63.8
2020.0,6.0,Netrakona,Dhaka,1093.02,541.5
2020.0,6.0,Rajbari,Dhaka,141.31,70.0
2020.0,6.0,Shariatpur,Dhaka,187.17,92.7
2020.0,6.0,Sherpur,Dhaka,239.72,118.8
2020.0,6.0,Tangail,Dhaka,312.43,154.8
2020.0,6.0,Bagerhat,Khulna,1438.07,712.5
2020.0,6.0,Chuadanga,Khulna,310.34,153.8
2020.0,6.0,Jessore,Khulna,327.46,162.2
2020.0,6.0,Jhenaidah,Khulna,630.51,312.4
2020.0,6.0,Khulna,Khulna,1075.94,533.1
2020.0,6.0,Kushtia,Khulna,132.49,65.6
2020.0,6.0,Magura,Khulna,131.01,64.9
2020.0,6.0,Meherpur,Khulna,251.59,124.6
2020.0,6.0,Narail,Khulna,114.86,56.9
2020.0,6.0,Satkhira,Khulna,1306.08,647.1
2020.0,6.0,Habiganj,Sylhet,824.55,408.5
2020.0,6.0,Maulvibazar,Sylhet,400.04,198.2
2020.0,6.0,Sunamganj,Sylhet,2337.61,1158.1
2020.0,6.0,Sylhet,Sylhet,1027.7,509.2
2020.0,6.0,Bogra,Rajshahi,225.35,111.6
2020.0,6.0,Joypurhat,Rajshahi,528.11,261.6
2020.0,6.0,Naogaon,Rajshahi,1091.28,540.7
2020.0,6.0,Natore,Rajshahi,298.66,148.0
2020.0,6.0,Nawabganj,Rajshahi,139.69,69.2
2020.0,6.0,Pabna,Rajshahi,225.94,111.9
2020.0,6.0,Rajshahi,Rajshahi,233.52,115.7
2020.0,6.0,Sirajganj,Rajshahi,460.62,228.2
2020.0,6.0,Dinajpur,Rangpur,1456.96,721.8
2020.0,6.0,Gaibandha,Rangpur,340.64,168.8
